일자|시간|구분,공급량
2019-01-11 18 A,1987.0009
2019-01-11 19 A,2127.8167
2019-01-11 20 A,2179.2683
2019-01-11 21 A,2243.551
2019-01-11 22 A,2259.6077
2019-01-11 23 A,2210.5896
2019-01-11 24 A,2155.0808
2019-01-12 01 A,2118.5383
2019-01-12 02 A,1948.5907
2019-01-12 03 A,2073.284
2019-01-12 04 A,2027.2554
2019-01-12 05 A,1793.7993
2019-01-12 06 A,1707.019
2019-01-12 07 A,1766.4948
2019-01-12 08 A,1624.403
2019-01-12 09 A,1612.6031
2019-01-12 10 A,1784.2499
2019-01-12 11 A,1788.431
2019-01-12 12 A,1953.3456
2019-01-12 13 A,1839.107
2019-01-12 14 A,1839.9478
2019-01-12 15 A,1942.2
2019-01-12 16 A,1862.7961
2019-01-12 17 A,1856.4266
2019-01-12 18 A,1927.694
2019-01-12 19 A,1875.1044
2019-01-12 20 A,2023.3519
2019-01-12 21 A,1978.6191
2019-01-12 22 A,1914.0619
2019-01-12 23 A,2006.9
2019-01-12 24 A,1790.4135
2019-01-13 01 A,1657.4517
2019-01-13 02 A,1596.6311
2019-01-13 03 A,1658.9915
2019-01-13 04 A,1606.6829
2019-01-13 05 A,1414.5833
2019-01-13 06 A,1592.3678
2019-01-13 07 A,1566.4288
2019-01-13 08 A,1645.3712
2019-01-13 09 A,1686.047
2019-01-13 10 A,1645.4954
2019-01-13 11 A,1961.1986
2019-01-13 12 A,1968.1315
2019-01-13 13 A,1970.7924
2019-01-13 14 A,1923.7144
2019-01-13 15 A,1702.1658
2019-01-13 16 A,1724.6283
2019-01-13 17 A,1724.8721
2019-01-13 18 A,1941.8899
2019-01-13 19 A,1999.3778
2019-01-13 20 A,1992.0754
2019-01-13 21 A,2055.7039
2019-01-13 22 A,1968.6672
2019-01-13 23 A,1820.1887
2019-01-13 24 A,1900.3104
2019-01-14 01 A,2067.5237
2019-01-14 02 A,1936.0609
2019-01-14 03 A,2249.0413
2019-01-14 04 A,2398.8396
2019-01-14 05 A,2206.1362
2019-01-14 06 A,2077.239
2019-01-14 07 A,2413.029
2019-01-14 08 A,2556.538
2019-01-14 09 A,2451.8523
2019-01-14 10 A,2256.699
2019-01-14 11 A,2056.782
2019-01-14 12 A,2207.7246
2019-01-14 13 A,2123.2642
2019-01-14 14 A,2013.6365
2019-01-14 15 A,1930.7532
2019-01-14 16 A,1930.2789
2019-01-14 17 A,1941.3058
2019-01-14 18 A,2041.2795
2019-01-14 19 A,2235.4094
2019-01-14 20 A,2203.9734
2019-01-14 21 A,2160.8606
2019-01-14 22 A,2142.4297
2019-01-14 23 A,2099.4978
2019-01-14 24 A,2030.6855
2019-01-15 01 A,2196.1353
2019-01-15 02 A,1994.9943
2019-01-15 03 A,2123.221
2019-01-15 04 A,2091.2544
2019-01-15 05 A,2190.3643
2019-01-15 06 A,2050.3975
2019-01-15 07 A,2118.913
2019-01-15 08 A,2190.3643
2019-01-15 09 A,2144.9382
2019-01-15 10 A,2140.6196
2019-01-15 11 A,2209.2253
2019-01-15 12 A,2152.1401
2019-01-15 13 A,2149.735
2019-01-15 14 A,2038.7087
2019-01-15 15 A,2029.6464
2019-01-15 16 A,2149.735
2019-01-15 17 A,2222.6858
2019-01-15 18 A,2322.8042
2019-01-15 19 A,2461.6406
2019-01-15 20 A,2463.2268
2019-01-15 21 A,2570.8418
2019-01-15 22 A,2560.8125
2019-01-15 23 A,2580.609
2019-01-15 24 A,2538.8906
2019-01-16 01 A,2556.6501
2019-01-16 02 A,2567.4988
2019-01-16 03 A,2623.017
2019-01-16 04 A,2774.4817
2019-01-16 05 A,2627.673
2019-01-16 06 A,2511.5586
2019-01-16 07 A,2529.115
2019-01-16 08 A,2635.8303
2019-01-16 09 A,2639.0388
2019-01-16 10 A,2506.1194
2019-01-16 11 A,2712.4468
2019-01-16 12 A,2698.8035
2019-01-16 13 A,2728.7566
2019-01-16 14 A,2513.7505
2019-01-16 15 A,2362.2773
2019-01-16 16 A,2371.9688
2019-01-16 17 A,2389.6782
2019-01-16 18 A,2485.512
2019-01-16 19 A,2754.3113
2019-01-16 20 A,2724.817
2019-01-16 21 A,2652.1277
2019-01-16 22 A,2671.277
2019-01-16 23 A,2481.2144
2019-01-16 24 A,2567.9285
2019-01-17 01 A,2461.4497
2019-01-17 02 A,2582.217
2019-01-17 03 A,2382.3608
2019-01-17 04 A,2305.3613
2019-01-17 05 A,2114.1375
2019-01-17 06 A,2037.0477
2019-01-17 07 A,2246.6982
2019-01-17 08 A,2334.5798
2019-01-17 09 A,2235.0518
2019-01-17 10 A,2236.017
2019-01-17 11 A,2367.3374
2019-01-17 12 A,2330.6665
2019-01-17 13 A,2275.0156
2019-01-17 14 A,2077.7656
2019-01-17 15 A,2096.0046
2019-01-17 16 A,2047.4768
2019-01-17 17 A,2079.0225
2019-01-17 18 A,2137.2903
2019-01-17 19 A,2314.0632
2019-01-17 20 A,2450.6174
2019-01-17 21 A,2438.9846
2019-01-17 22 A,2502.329
2019-01-17 23 A,2474.5146
2019-01-17 24 A,2440.5957
2019-01-18 01 A,2335.5017
2019-01-18 02 A,2467.4421
2019-01-18 03 A,2179.4907
2019-01-18 04 A,2183.6968
2019-01-18 05 A,2397.4236
2019-01-18 06 A,2316.7605
2019-01-18 07 A,2259.5667
2019-01-18 08 A,2447.093
2019-01-18 09 A,2308.4343
2019-01-18 10 A,2187.0066
2019-01-18 11 A,2547.934
2019-01-18 12 A,2301.7278
2019-01-18 13 A,2022.0465
2019-01-18 14 A,1928.6238
2019-01-18 15 A,1901.8268
2019-01-18 16 A,1829.7213
2019-01-18 17 A,1780.6887
2019-01-18 18 A,1965.8033
2019-01-18 19 A,2210.6624
2019-01-18 20 A,2308.897
2019-01-18 21 A,2433.9978
2019-01-18 22 A,2396.4404
2019-01-18 23 A,2323.9956
2019-01-18 24 A,2243.3416
2019-01-19 01 A,2025.394
2019-01-19 02 A,2099.1616
2019-01-19 03 A,2032.4392
2019-01-19 04 A,2079.7869
2019-01-19 05 A,2079.7869
2019-01-19 06 A,1964.5669
2019-01-19 07 A,2033.5836
2019-01-19 08 A,2207.6077
2019-01-19 09 A,2207.6077
2019-01-19 10 A,1989.2479
2019-01-19 11 A,2127.8245
2019-01-19 12 A,1920.7649
2019-01-19 13 A,1825.0707
2019-01-19 14 A,1688.8948
2019-01-19 15 A,1603.1765
2019-01-19 16 A,1666.3822
2019-01-19 17 A,1706.9958
2019-01-19 18 A,1761.6405
2019-01-19 19 A,1913.7952
2019-01-19 20 A,1973.9856
2019-01-19 21 A,2041.3535
2019-01-19 22 A,2063.5217
2019-01-19 23 A,2111.9778
2019-01-19 24 A,1915.3707
2019-01-20 01 A,1943.0817
2019-01-20 02 A,1972.4042
2019-01-20 03 A,2082.6973
2019-01-20 04 A,2025.4774
2019-01-20 05 A,2014.1698
2019-01-20 06 A,1996.0178
2019-01-20 07 A,2119.5103
2019-01-20 08 A,2118.5383
2019-01-20 09 A,2088.1533
2019-01-20 10 A,2107.5208
2019-01-20 11 A,2219.277
2019-01-20 12 A,1978.6396
2019-01-20 13 A,1966.3763
2019-01-20 14 A,1889.0923
2019-01-20 15 A,1802.6548
2019-01-20 16 A,1866.0046
2019-01-20 17 A,1919.3535
2019-01-20 18 A,2104.1047
2019-01-20 19 A,2321.4155
2019-01-20 20 A,2414.3645
2019-01-20 21 A,2414.584
2019-01-20 22 A,2459.3157
2019-01-20 23 A,2447.5564
2019-01-20 24 A,2368.821
2019-01-21 01 A,2570.3296
2019-01-21 02 A,2469.2192
2019-01-21 03 A,2633.698
2019-01-21 04 A,2643.8767
2019-01-21 05 A,2675.1687
2019-01-21 06 A,2651.5051
2019-01-21 07 A,2804.5828
2019-01-21 08 A,2452.9614
2019-01-21 09 A,2692.977
2019-01-21 10 A,2552.4739
2019-01-21 11 A,2510.6545
2019-01-21 12 A,2475.074
2019-01-21 13 A,2305.9346
2019-01-21 14 A,2143.5237
2019-01-21 15 A,2112.4233
2019-01-21 16 A,2003.9677
2019-01-21 17 A,2031.1603
2019-01-21 18 A,2112.667
2019-01-21 19 A,2217.8188
2019-01-21 20 A,2332.5212
2019-01-21 21 A,2297.7395
2019-01-21 22 A,2362.232
2019-01-21 23 A,2268.0337
2019-01-21 24 A,2263.9695
2019-01-22 01 A,2212.451
2019-01-22 02 A,2289.294
2019-01-22 03 A,2206.1086
2019-01-22 04 A,2188.6458
2019-01-22 05 A,2086.5852
2019-01-22 06 A,2503.4587
2019-01-22 07 A,2313.73
2019-01-22 08 A,2183.4548
2019-01-22 09 A,2056.1208
2019-01-22 10 A,2089.5244
2019-01-22 11 A,2295.7693
2019-01-22 12 A,2226.0784
2019-01-22 13 A,1962.2781
2019-01-22 14 A,1875.4696
2019-01-22 15 A,1763.6752
2019-01-22 16 A,1752.6812
2019-01-22 17 A,1813.2998
2019-01-22 18 A,1894.5486
2019-01-22 19 A,2003.9677
2019-01-22 20 A,2104.8232
2019-01-22 21 A,2322.9995
2019-01-22 22 A,2297.7395
2019-01-22 23 A,2316.2588
2019-01-22 24 A,2310.977
2019-01-23 01 A,2263.9695
2019-01-23 02 A,2311.637
2019-01-23 03 A,2192.855
2019-01-23 04 A,2178.5698
2019-01-23 05 A,2112.7515
2019-01-23 06 A,2060.7832
2019-01-23 07 A,2062.2266
2019-01-23 08 A,2033.5645
2019-01-23 09 A,2099.2024
2019-01-23 10 A,2121.0552
2019-01-23 11 A,2218.7102
2019-01-23 12 A,2016.7454
2019-01-23 13 A,1911.2031
2019-01-23 14 A,1763.6752
2019-01-23 15 A,1697.3298
2019-01-23 16 A,1716.6815
2019-01-23 17 A,1749.8132
2019-01-23 18 A,1862.8743
2019-01-23 19 A,1973.2467
2019-01-23 20 A,2068.3552
2019-01-23 21 A,2313.5469
2019-01-23 22 A,2399.243
2019-01-23 23 A,2488.7253
2019-01-23 24 A,2530.882
2019-01-24 01 A,2471.0906
2019-01-24 02 A,2476.5972
2019-01-24 03 A,2438.2942
2019-01-24 04 A,2461.0315
2019-01-24 05 A,2452.1677
2019-01-24 06 A,2526.6167
2019-01-24 07 A,2538.3289
2019-01-24 08 A,2393.6714
2019-01-24 09 A,2608.651
2019-01-24 10 A,2561.8247
2019-01-24 11 A,2482.4985
2019-01-24 12 A,2184.1086
2019-01-24 13 A,1913.5778
2019-01-24 14 A,1851.7992
2019-01-24 15 A,1793.4282
2019-01-24 16 A,1803.1682
2019-01-24 17 A,1759.1151
2019-01-24 18 A,1831.168
2019-01-24 19 A,2018.9979
2019-01-24 20 A,2341.1118
2019-01-24 21 A,2499.5154
2019-01-24 22 A,2559.329
2019-01-24 23 A,2537.4412
2019-01-24 24 A,2589.5537
2019-01-25 01 A,2592.074
2019-01-25 02 A,2469.763
2019-01-25 03 A,2523.7688
2019-01-25 04 A,2525.6406
2019-01-25 05 A,2483.467
2019-01-25 06 A,2489.435
2019-01-25 07 A,2634.6985
2019-01-25 08 A,2431.7244
2019-01-25 09 A,2459.5684
2019-01-25 10 A,2461.0315
2019-01-25 11 A,2566.1218
2019-01-25 12 A,2178.967
2019-01-25 13 A,2152.0725
2019-01-25 14 A,2017.1501
2019-01-25 15 A,2043.2856
2019-01-25 16 A,2073.1538
2019-01-25 17 A,2090.7332
2019-01-25 18 A,2255.9324
2019-01-25 19 A,2397.7166
2019-01-25 20 A,2608.2126
2019-01-25 21 A,2562.9192
2019-01-25 22 A,2509.9822
2019-01-25 23 A,2449.1567
2019-01-25 24 A,2591.612
2019-01-26 01 A,2516.2246
2019-01-26 02 A,2501.998
2019-01-26 03 A,2384.1975
2019-01-26 04 A,2424.165
2019-01-26 05 A,2711.7302
2019-01-26 06 A,2751.677
2019-01-26 07 A,2563.1497
2019-01-26 08 A,2597.9702
2019-01-26 09 A,2487.4556
2019-01-26 10 A,2698.6094
2019-01-26 11 A,2477.3774
2019-01-26 12 A,2462.4458
2019-01-26 13 A,2211.8132
2019-01-26 14 A,2107.937
2019-01-26 15 A,2034.5344
2019-01-26 16 A,1939.6122
2019-01-26 17 A,2012.7808
2019-01-26 18 A,2057.7842
2019-01-26 19 A,2265.4204
2019-01-26 20 A,2427.5098
2019-01-26 21 A,2543.376
2019-01-26 22 A,2458.2473
2019-01-26 23 A,2597.0764
2019-01-26 24 A,2619.9148
2019-01-27 01 A,2652.1272
2019-01-27 02 A,2594.8716
2019-01-27 03 A,2284.5217
2019-01-27 04 A,2245.8103
2019-01-27 05 A,2297.9512
2019-01-27 06 A,2343.121
2019-01-27 07 A,2279.1245
2019-01-27 08 A,2403.4734
2019-01-27 09 A,2403.4734
2019-01-27 10 A,2343.3865
2019-01-27 11 A,2456.7334
2019-01-27 12 A,2249.0696
2019-01-27 13 A,1910.8828
2019-01-27 14 A,1752.6028
2019-01-27 15 A,1785.4536
2019-01-27 16 A,1737.7821
2019-01-27 17 A,1740.667
2019-01-27 18 A,1844.0049
2019-01-27 19 A,2073.2273
2019-01-27 20 A,2207.8232
2019-01-27 21 A,2323.6826
2019-01-27 22 A,2178.5413
2019-01-27 23 A,2067.472
2019-01-27 24 A,2021.0496
2019-01-28 01 A,2286.8784
2019-01-28 02 A,2263.9695
2019-01-28 03 A,2218.771
2019-01-28 04 A,2255.1555
2019-01-28 05 A,2159.2554
2019-01-28 06 A,2148.9006
2019-01-28 07 A,2148.9006
2019-01-28 08 A,2148.9006
2019-01-28 09 A,2207.7246
2019-01-28 10 A,2237.3486
2019-01-28 11 A,2134.5557
2019-01-28 12 A,2031.1603
2019-01-28 13 A,1965.0985
2019-01-28 14 A,1865.8389
2019-01-28 15 A,1777.4456
2019-01-28 16 A,1860.6376
2019-01-28 17 A,1892.3414
2019-01-28 18 A,1971.5522
2019-01-28 19 A,2170.501
2019-01-28 20 A,2346.7424
2019-01-28 21 A,2418.3604
2019-01-28 22 A,2610.292
2019-01-28 23 A,2531.217
2019-01-28 24 A,2557.2866
2019-01-29 01 A,2608.2153
2019-01-29 02 A,2684.665
2019-01-29 03 A,2561.6675
2019-01-29 04 A,2733.865
2019-01-29 05 A,2405.073
2019-01-29 06 A,2529.782
2019-01-29 07 A,2324.9275
2019-01-29 08 A,2465.1594
2019-01-29 09 A,2442.6147
2019-01-29 10 A,2483.467
2019-01-29 11 A,2559.329
2019-01-29 12 A,2355.3066
2019-01-29 13 A,1979.4706
2019-01-29 14 A,1877.4714
2019-01-29 15 A,1745.4464
2019-01-29 16 A,1874.8491
2019-01-29 17 A,1766.4944
2019-01-29 18 A,1865.8389
2019-01-29 19 A,2126.232
2019-01-29 20 A,2396.9832
2019-01-29 21 A,2562.58
2019-01-29 22 A,2540.0574
2019-01-29 23 A,2509.581
2019-01-29 24 A,2410.548
2019-01-30 01 A,2390.7268
2019-01-30 02 A,2335.5017
2019-01-30 03 A,2335.5017
2019-01-30 04 A,2457.2942
2019-01-30 05 A,2335.5017
2019-01-30 06 A,2339.2651
2019-01-30 07 A,2362.561
2019-01-30 08 A,2451.9985
2019-01-30 09 A,2462.023
2019-01-30 10 A,2433.5266
2019-01-30 11 A,2399.4866
2019-01-30 12 A,2071.5005
2019-01-30 13 A,1912.5345
2019-01-30 14 A,1791.8246
2019-01-30 15 A,1663.1794
2019-01-30 16 A,1715.3352
2019-01-30 17 A,1713.7966
2019-01-30 18 A,1798.039
2019-01-30 19 A,1926.5446
2019-01-30 20 A,1978.2745
2019-01-30 21 A,2114.0994
2019-01-30 22 A,2124.6257
2019-01-30 23 A,2100.6692
2019-01-30 24 A,2159.62
2019-01-31 01 A,2226.7588
2019-01-31 02 A,2165.115
2019-01-31 03 A,2191.1604
2019-01-31 04 A,2038.7488
2019-01-31 05 A,2143.8472
2019-01-31 06 A,2244.3162
2019-01-31 07 A,2059.6255
2019-01-31 08 A,2116.0781
2019-01-31 09 A,2060.1086
2019-01-31 10 A,2099.7322
2019-01-31 11 A,2030.985
2019-01-31 12 A,2103.5356
2019-01-31 13 A,2103.5356
2019-01-31 14 A,2025.6183
2019-01-31 15 A,2215.5388
2019-01-31 16 A,2239.8179
2019-01-31 17 A,2260.4585
2019-01-31 18 A,2413.115
2019-01-31 19 A,2507.6697
2019-01-31 20 A,2376.7236
2019-01-31 21 A,2438.2942
2019-01-31 22 A,2461.0315
2019-01-31 23 A,2426.32
2019-01-31 24 A,2523.7688
2019-02-01 01 A,2310.8828
2019-02-01 02 A,2395.063
2019-02-01 03 A,2469.0789
2019-02-01 04 A,2385.3188
2019-02-01 05 A,2258.7656
2019-02-01 06 A,2235.7847
2019-02-01 07 A,2390.9978
2019-02-01 08 A,2401.4817
2019-02-01 09 A,2402.1516
2019-02-01 10 A,2354.6997
2019-02-01 11 A,2420.5378
2019-02-01 12 A,2386.011
2019-02-01 13 A,2259.5786
2019-02-01 14 A,2244.672
2019-02-01 15 A,2202.4026
2019-02-01 16 A,2201.1726
2019-02-01 17 A,2272.4917
2019-02-01 18 A,2286.4011
2019-02-01 19 A,2300.0737
2019-02-01 20 A,2282.1667
2019-02-01 21 A,2139.3567
2019-02-01 22 A,1985.8643
2019-02-01 23 A,1991.2772
2019-02-01 24 A,2115.229
2019-02-02 01 A,1707.6521
2019-02-02 02 A,1842.1594
2019-02-02 03 A,1643.3604
2019-02-02 04 A,1850.3778
2019-02-02 05 A,1975.4884
2019-02-02 06 A,2026.196
2019-02-02 07 A,1917.9844
2019-02-02 08 A,1908.0815
2019-02-02 09 A,1819.3657
2019-02-02 10 A,1813.7167
2019-02-02 11 A,1709.1407
2019-02-02 12 A,1933.4254
2019-02-02 13 A,1908.222
2019-02-02 14 A,1878.577
2019-02-02 15 A,1779.5074
2019-02-02 16 A,1720.0327
2019-02-02 17 A,1720.0327
2019-02-02 18 A,1757.0449
2019-02-02 19 A,1870.1838
2019-02-02 20 A,1877.6688
2019-02-02 21 A,1888.6263
2019-02-02 22 A,1868.1757
2019-02-02 23 A,1872.7085
2019-02-02 24 A,1898.1583
2019-02-03 01 A,1858.7727
2019-02-03 02 A,1831.8247
2019-02-03 03 A,1674.769
2019-02-03 04 A,1605.9845
2019-02-03 05 A,1569.5358
2019-02-03 06 A,1607.747
2019-02-03 07 A,1600.3364
2019-02-03 08 A,1311.1527
2019-02-03 09 A,1172.6356
2019-02-03 10 A,1326.7102
2019-02-03 11 A,1502.9028
2019-02-03 12 A,1483.1807
2019-02-03 13 A,1396.8738
2019-02-03 14 A,1155.254
2019-02-03 15 A,1174.4506
2019-02-03 16 A,1523.0118
2019-02-03 17 A,1719.1222
2019-02-03 18 A,1673.6637
2019-02-03 19 A,1640.8352
2019-02-03 20 A,1386.1025
2019-02-03 21 A,1586.5757
2019-02-03 22 A,1728.4071
2019-02-03 23 A,1691.6572
2019-02-03 24 A,1623.8212
2019-02-04 01 A,1504.5392
2019-02-04 02 A,1648.5347
2019-02-04 03 A,1802.0771
2019-02-04 04 A,1749.9319
2019-02-04 05 A,1734.2396
2019-02-04 06 A,2014.7219
2019-02-04 07 A,2062.5288
2019-02-04 08 A,2096.7073
2019-02-04 09 A,2076.806
2019-02-04 10 A,2103.5884
2019-02-04 11 A,1996.4219
2019-02-04 12 A,1813.4673
2019-02-04 13 A,1694.8325
2019-02-04 14 A,1690.5972
2019-02-04 15 A,1682.449
