일자|시간|구분,공급량
2019-01-14 06 A,1923.9976
2019-01-14 07 A,2244.94
2019-01-14 08 A,2761.0496
2019-01-14 09 A,2867.4087
2019-01-14 10 A,2826.9846
2019-01-14 11 A,2624.7437
2019-01-14 12 A,2355.6301
2019-01-14 13 A,2117.9092
2019-01-14 14 A,1967.6075
2019-01-14 15 A,1755.7153
2019-01-14 16 A,1711.0333
2019-01-14 17 A,1764.7367
2019-01-14 18 A,2076.041
2019-01-14 19 A,2510.8208
2019-01-14 20 A,2544.188
2019-01-14 21 A,2480.2634
2019-01-14 22 A,2462.8345
2019-01-14 23 A,2292.7112
2019-01-14 24 A,2155.6108
2019-01-15 01 A,1753.105
2019-01-15 02 A,1517.6266
2019-01-15 03 A,1429.5786
2019-01-15 04 A,1410.3992
2019-01-15 05 A,1593.2792
2019-01-15 06 A,1813.9891
2019-01-15 07 A,2112.6711
2019-01-15 08 A,2597.5454
2019-01-15 09 A,2629.3267
2019-01-15 10 A,2582.1555
2019-01-15 11 A,2457.746
2019-01-15 12 A,2296.4607
2019-01-15 13 A,2113.271
2019-01-15 14 A,2019.7302
2019-01-15 15 A,1947.7875
2019-01-15 16 A,1870.6654
2019-01-15 17 A,2029.5344
2019-01-15 18 A,2290.0198
2019-01-15 19 A,2623.7322
2019-01-15 20 A,2719.9883
2019-01-15 21 A,2633.2625
2019-01-15 22 A,2634.0222
2019-01-15 23 A,2467.3923
2019-01-15 24 A,2324.9707
2019-01-16 01 A,2128.1262
2019-01-16 02 A,1945.0627
2019-01-16 03 A,1765.3582
2019-01-16 04 A,1884.7523
2019-01-16 05 A,2245.7842
2019-01-16 06 A,2309.0728
2019-01-16 07 A,2692.8877
2019-01-16 08 A,3172.3325
2019-01-16 09 A,3280.7566
2019-01-16 10 A,3280.2544
2019-01-16 11 A,3125.6143
2019-01-16 12 A,2845.5005
2019-01-16 13 A,2647.4863
2019-01-16 14 A,2567.016
2019-01-16 15 A,2275.297
2019-01-16 16 A,2165.3928
2019-01-16 17 A,2278.642
2019-01-16 18 A,2614.8337
2019-01-16 19 A,2958.3135
2019-01-16 20 A,3008.387
2019-01-16 21 A,2809.707
2019-01-16 22 A,2818.0208
2019-01-16 23 A,2578.922
2019-01-16 24 A,2299.0754
2019-01-17 01 A,2035.5466
2019-01-17 02 A,1735.9066
2019-01-17 03 A,1604.7098
2019-01-17 04 A,1684.3025
2019-01-17 05 A,1900.4761
2019-01-17 06 A,2141.514
2019-01-17 07 A,2268.8662
2019-01-17 08 A,2851.273
2019-01-17 09 A,2840.301
2019-01-17 10 A,2727.8433
2019-01-17 11 A,2600.5708
2019-01-17 12 A,2388.9006
2019-01-17 13 A,2222.609
2019-01-17 14 A,2155.2844
2019-01-17 15 A,1976.4352
2019-01-17 16 A,1920.0729
2019-01-17 17 A,1973.3224
2019-01-17 18 A,2229.3245
2019-01-17 19 A,2548.0605
2019-01-17 20 A,2605.0454
2019-01-17 21 A,2549.024
2019-01-17 22 A,2475.2422
2019-01-17 23 A,2343.121
2019-01-17 24 A,2223.2395
2019-01-18 01 A,1990.4698
2019-01-18 02 A,1800.0206
2019-01-18 03 A,1613.4106
2019-01-18 04 A,1746.5443
2019-01-18 05 A,1927.3837
2019-01-18 06 A,2171.0142
2019-01-18 07 A,2393.3188
2019-01-18 08 A,2928.5427
2019-01-18 09 A,3026.895
2019-01-18 10 A,2849.2947
2019-01-18 11 A,2654.9363
2019-01-18 12 A,2338.6619
2019-01-18 13 A,2125.9521
2019-01-18 14 A,1979.1686
2019-01-18 15 A,1862.7529
2019-01-18 16 A,1770.3859
2019-01-18 17 A,1782.4346
2019-01-18 18 A,2056.4006
2019-01-18 19 A,2454.2705
2019-01-18 20 A,2552.328
2019-01-18 21 A,2509.2498
2019-01-18 22 A,2456.617
2019-01-18 23 A,2372.8054
2019-01-18 24 A,2324.4443
2019-01-19 01 A,1995.8558
2019-01-19 02 A,1697.4827
2019-01-19 03 A,1616.5454
2019-01-19 04 A,1624.7374
2019-01-19 05 A,1717.4255
2019-01-19 06 A,1807.962
2019-01-19 07 A,1779.6135
2019-01-19 08 A,2029.0133
2019-01-19 09 A,2341.5325
2019-01-19 10 A,2364.2
2019-01-19 11 A,2287.1147
2019-01-19 12 A,2114.3062
2019-01-19 13 A,1739.1537
2019-01-19 14 A,1670.6107
2019-01-19 15 A,1492.8618
2019-01-19 16 A,1488.5468
2019-01-19 17 A,1576.2794
2019-01-19 18 A,1775.5325
2019-01-19 19 A,2237.974
2019-01-19 20 A,2232.413
2019-01-19 21 A,2213.064
2019-01-19 22 A,1992.9756
2019-01-19 23 A,2005.9333
2019-01-19 24 A,1814.2117
2019-01-20 01 A,1593.5018
2019-01-20 02 A,1418.6581
2019-01-20 03 A,1338.0359
2019-01-20 04 A,1356.6318
2019-01-20 05 A,1419.3928
2019-01-20 06 A,1543.2119
2019-01-20 07 A,1619.3073
2019-01-20 08 A,1896.5225
2019-01-20 09 A,2152.9958
2019-01-20 10 A,2222.4795
2019-01-20 11 A,2274.422
2019-01-20 12 A,2094.4656
2019-01-20 13 A,2020.7332
2019-01-20 14 A,1950.3577
2019-01-20 15 A,1702.7031
2019-01-20 16 A,1837.497
2019-01-20 17 A,1883.1249
2019-01-20 18 A,2286.3516
2019-01-20 19 A,2569.409
2019-01-20 20 A,2577.9792
2019-01-20 21 A,2486.1775
2019-01-20 22 A,2453.7314
2019-01-20 23 A,2343.416
2019-01-20 24 A,2298.9778
2019-01-21 01 A,2303.0007
2019-01-21 02 A,1805.942
2019-01-21 03 A,1703.862
2019-01-21 04 A,1727.8472
2019-01-21 05 A,2068.494
2019-01-21 06 A,2197.5432
2019-01-21 07 A,2459.852
2019-01-21 08 A,2986.24
2019-01-21 09 A,3101.3464
2019-01-21 10 A,2873.7976
2019-01-21 11 A,2682.316
2019-01-21 12 A,2421.882
2019-01-21 13 A,2213.5562
2019-01-21 14 A,2093.736
2019-01-21 15 A,1949.2032
2019-01-21 16 A,1852.2303
2019-01-21 17 A,1878.097
2019-01-21 18 A,2173.0007
2019-01-21 19 A,2460.4897
2019-01-21 20 A,2541.223
2019-01-21 21 A,2394.4165
2019-01-21 22 A,2313.4846
2019-01-21 23 A,2190.7192
2019-01-21 24 A,2114.2002
2019-01-22 01 A,1784.6865
2019-01-22 02 A,1560.3114
2019-01-22 03 A,1451.2771
2019-01-22 04 A,1593.9685
2019-01-22 05 A,1767.625
2019-01-22 06 A,2072.1936
2019-01-22 07 A,2252.2952
2019-01-22 08 A,2795.367
2019-01-22 09 A,2804.071
2019-01-22 10 A,2719.2842
2019-01-22 11 A,2460.232
2019-01-22 12 A,2256.8062
2019-01-22 13 A,1917.0712
2019-01-22 14 A,1938.3369
2019-01-22 15 A,1745.291
2019-01-22 16 A,1705.0536
2019-01-22 17 A,1752.2612
2019-01-22 18 A,1905.3616
2019-01-22 19 A,2291.137
2019-01-22 20 A,2317.5332
2019-01-22 21 A,2361.9314
2019-01-22 22 A,2241.0916
2019-01-22 23 A,2132.4553
2019-01-22 24 A,2070.1755
2019-01-23 01 A,1797.6661
2019-01-23 02 A,1568.5344
2019-01-23 03 A,1423.0187
2019-01-23 04 A,1500.8374
2019-01-23 05 A,1598.332
2019-01-23 06 A,1836.2388
2019-01-23 07 A,2191.4275
2019-01-23 08 A,2590.6846
2019-01-23 09 A,2719.9934
2019-01-23 10 A,2575.4646
2019-01-23 11 A,2432.1218
2019-01-23 12 A,2095.319
2019-01-23 13 A,1968.1406
2019-01-23 14 A,1903.2997
2019-01-23 15 A,1713.9835
2019-01-23 16 A,1658.8633
2019-01-23 17 A,1748.0208
2019-01-23 18 A,1948.9258
2019-01-23 19 A,2315.683
2019-01-23 20 A,2316.8062
2019-01-23 21 A,2384.979
2019-01-23 22 A,2363.1108
2019-01-23 23 A,2197.3145
2019-01-23 24 A,2192.4153
2019-01-24 01 A,1851.495
2019-01-24 02 A,1693.0614
2019-01-24 03 A,1614.1725
2019-01-24 04 A,1647.4325
2019-01-24 05 A,1835.4756
2019-01-24 06 A,2132.6626
2019-01-24 07 A,2494.99
2019-01-24 08 A,2965.481
2019-01-24 09 A,3012.8923
2019-01-24 10 A,2862.706
2019-01-24 11 A,2580.8298
2019-01-24 12 A,2294.867
2019-01-24 13 A,2013.1744
2019-01-24 14 A,1973.8215
2019-01-24 15 A,1813.3112
2019-01-24 16 A,1732.8296
2019-01-24 17 A,1758.5787
2019-01-24 18 A,1992.334
2019-01-24 19 A,2436.813
2019-01-24 20 A,2596.828
2019-01-24 21 A,2586.0386
2019-01-24 22 A,2639.5867
2019-01-24 23 A,2499.2131
2019-01-24 24 A,2279.0278
2019-01-25 01 A,2230.3042
2019-01-25 02 A,1776.2303
2019-01-25 03 A,1761.4227
2019-01-25 04 A,1727.1288
2019-01-25 05 A,1968.9211
2019-01-25 06 A,2143.4956
2019-01-25 07 A,2467.8718
2019-01-25 08 A,2931.5789
2019-01-25 09 A,3042.4238
2019-01-25 10 A,2843.1946
2019-01-25 11 A,2638.3823
2019-01-25 12 A,2364.1218
2019-01-25 13 A,2148.4954
2019-01-25 14 A,2075.7449
2019-01-25 15 A,2020.7943
2019-01-25 16 A,1971.9562
2019-01-25 17 A,2084.8284
2019-01-25 18 A,2395.1384
2019-01-25 19 A,2648.9238
2019-01-25 20 A,2790.3958
2019-01-25 21 A,2638.4084
2019-01-25 22 A,2685.6272
2019-01-25 23 A,2536.548
2019-01-25 24 A,2508.047
2019-01-26 01 A,2184.658
2019-01-26 02 A,2020.0101
2019-01-26 03 A,1762.1707
2019-01-26 04 A,1900.1902
2019-01-26 05 A,2008.5029
2019-01-26 06 A,2078.7913
2019-01-26 07 A,2184.9487
2019-01-26 08 A,2519.8267
2019-01-26 09 A,2717.8616
2019-01-26 10 A,2773.3171
2019-01-26 11 A,2597.8098
2019-01-26 12 A,2376.0862
2019-01-26 13 A,2173.3672
2019-01-26 14 A,2071.4429
2019-01-26 15 A,1977.2145
2019-01-26 16 A,1901.5793
2019-01-26 17 A,2013.5442
2019-01-26 18 A,2225.2842
2019-01-26 19 A,2543.2893
2019-01-26 20 A,2696.4976
2019-01-26 21 A,2604.0166
2019-01-26 22 A,2520.7593
2019-01-26 23 A,2465.4482
2019-01-26 24 A,2497.7222
2019-01-27 01 A,2248.7456
2019-01-27 02 A,1960.378
2019-01-27 03 A,1862.2667
2019-01-27 04 A,1840.7233
2019-01-27 05 A,2071.0518
2019-01-27 06 A,2163.7664
2019-01-27 07 A,2298.7827
2019-01-27 08 A,2457.1738
2019-01-27 09 A,2716.304
2019-01-27 10 A,2818.2432
2019-01-27 11 A,2678.4016
2019-01-27 12 A,2208.6406
2019-01-27 13 A,2001.8032
2019-01-27 14 A,1888.2505
2019-01-27 15 A,1712.0978
2019-01-27 16 A,1625.1921
2019-01-27 17 A,1725.7935
2019-01-27 18 A,2045.8824
2019-01-27 19 A,2300.507
2019-01-27 20 A,2420.445
2019-01-27 21 A,2337.196
2019-01-27 22 A,2155.292
2019-01-27 23 A,2044.0853
2019-01-27 24 A,1892.5363
2019-01-28 01 A,1803.301
2019-01-28 02 A,1570.2552
2019-01-28 03 A,1481.4843
2019-01-28 04 A,1490.5485
2019-01-28 05 A,1626.1064
2019-01-28 06 A,1746.5779
2019-01-28 07 A,2036.1082
2019-01-28 08 A,2468.9802
2019-01-28 09 A,2556.9944
2019-01-28 10 A,2434.6472
2019-01-28 11 A,2339.2522
2019-01-28 12 A,2162.9956
2019-01-28 13 A,2047.985
2019-01-28 14 A,1963.427
2019-01-28 15 A,1837.2639
2019-01-28 16 A,1843.7563
2019-01-28 17 A,1949.2244
2019-01-28 18 A,2123.3423
2019-01-28 19 A,2406.2563
2019-01-28 20 A,2536.026
2019-01-28 21 A,2619.5352
2019-01-28 22 A,2547.382
2019-01-28 23 A,2430.6514
2019-01-28 24 A,2323.632
2019-01-29 01 A,2102.9124
2019-01-29 02 A,1780.7217
2019-01-29 03 A,1716.0046
2019-01-29 04 A,1784.1007
2019-01-29 05 A,1966.6268
2019-01-29 06 A,2203.9685
2019-01-29 07 A,2530.061
2019-01-29 08 A,3173.3289
2019-01-29 09 A,3342.683
2019-01-29 10 A,2991.3386
2019-01-29 11 A,2684.024
2019-01-29 12 A,2371.1377
2019-01-29 13 A,2081.9373
2019-01-29 14 A,1981.4384
2019-01-29 15 A,1900.8456
2019-01-29 16 A,1787.1146
2019-01-29 17 A,1805.1877
2019-01-29 18 A,1979.2449
2019-01-29 19 A,2444.4543
2019-01-29 20 A,2620.8503
2019-01-29 21 A,2558.2146
2019-01-29 22 A,2538.2327
2019-01-29 23 A,2412.9124
2019-01-29 24 A,2245.4543
2019-01-30 01 A,2021.4828
2019-01-30 02 A,1798.1969
2019-01-30 03 A,1589.3647
2019-01-30 04 A,1624.7635
2019-01-30 05 A,1806.0923
2019-01-30 06 A,2125.2827
2019-01-30 07 A,2259.8354
2019-01-30 08 A,2813.0593
2019-01-30 09 A,2867.5923
2019-01-30 10 A,2641.846
2019-01-30 11 A,2379.953
2019-01-30 12 A,2238.2993
2019-01-30 13 A,1973.6058
2019-01-30 14 A,1936.9731
2019-01-30 15 A,1716.7692
2019-01-30 16 A,1665.2456
2019-01-30 17 A,1693.4338
2019-01-30 18 A,1904.9043
2019-01-30 19 A,2208.9214
2019-01-30 20 A,2313.003
2019-01-30 21 A,2209.547
2019-01-30 22 A,2163.1677
2019-01-30 23 A,1906.6437
2019-01-30 24 A,1991.334
2019-01-31 01 A,1733.5316
2019-01-31 02 A,1459.8041
2019-01-31 03 A,1281.8303
2019-01-31 04 A,1394.7617
2019-01-31 05 A,1655.7778
2019-01-31 06 A,1786.2303
2019-01-31 07 A,2141.7998
2019-01-31 08 A,2547.4966
2019-01-31 09 A,2660.757
2019-01-31 10 A,2583.9768
2019-01-31 11 A,2598.491
2019-01-31 12 A,2511.506
2019-01-31 13 A,2457.504
2019-01-31 14 A,2353.0344
2019-01-31 15 A,2278.2134
2019-01-31 16 A,2210.34
2019-01-31 17 A,2269.4988
2019-01-31 18 A,2530.4333
2019-01-31 19 A,2798.5103
2019-01-31 20 A,2906.8623
2019-01-31 21 A,2718.679
2019-01-31 22 A,2674.2458
2019-01-31 23 A,2522.899
2019-01-31 24 A,2316.4514
2019-02-01 01 A,2131.6614
2019-02-01 02 A,1951.3091
2019-02-01 03 A,1789.1521
2019-02-01 04 A,1820.1375
2019-02-01 05 A,2035.9797
2019-02-01 06 A,2192.7087
2019-02-01 07 A,2492.1938
2019-02-01 08 A,3132.6335
2019-02-01 09 A,3216.1672
2019-02-01 10 A,2978.3923
2019-02-01 11 A,2786.947
2019-02-01 12 A,2509.5886
2019-02-01 13 A,2341.2793
2019-02-01 14 A,2145.8335
2019-02-01 15 A,2035.5148
2019-02-01 16 A,1935.6272
2019-02-01 17 A,1986.2379
2019-02-01 18 A,2266.761
2019-02-01 19 A,2561.6575
2019-02-01 20 A,2656.6707
2019-02-01 21 A,2572.5312
2019-02-01 22 A,2572.5115
2019-02-01 23 A,2438.4622
2019-02-01 24 A,2267.1106
2019-02-02 01 A,1950.0043
2019-02-02 02 A,1577.5632
2019-02-02 03 A,1464.2346
2019-02-02 04 A,1576.815
2019-02-02 05 A,1738.8495
2019-02-02 06 A,1769.7305
2019-02-02 07 A,1884.6969
2019-02-02 08 A,1929.8801
2019-02-02 09 A,2391.1426
2019-02-02 10 A,2352.2532
2019-02-02 11 A,2302.0374
2019-02-02 12 A,2077.767
2019-02-02 13 A,1859.6604
2019-02-02 14 A,1745.4167
2019-02-02 15 A,1643.8461
2019-02-02 16 A,1548.4698
2019-02-02 17 A,1536.1571
2019-02-02 18 A,1755.3893
2019-02-02 19 A,2168.6204
2019-02-02 20 A,2168.6482
2019-02-02 21 A,2098.7634
2019-02-02 22 A,1901.2982
2019-02-02 23 A,1843.1644
2019-02-02 24 A,1734.0681
2019-02-03 01 A,1677.2395
2019-02-03 02 A,1410.159
2019-02-03 03 A,1221.8425
2019-02-03 04 A,1247.2499
2019-02-03 05 A,1302.3368
2019-02-03 06 A,1359.8606
2019-02-03 07 A,1347.1079
2019-02-03 08 A,1420.047
2019-02-03 09 A,1754.0051
2019-02-03 10 A,1938.0139
2019-02-03 11 A,1959.1565
2019-02-03 12 A,1851.1835
2019-02-03 13 A,1740.0057
2019-02-03 14 A,1643.8181
2019-02-03 15 A,1552.207
2019-02-03 16 A,1558.5289
2019-02-03 17 A,1611.5806
2019-02-03 18 A,1776.7473
2019-02-03 19 A,2067.0889
2019-02-03 20 A,2075.5623
2019-02-03 21 A,2036.2882
2019-02-03 22 A,1847.1896
2019-02-03 23 A,1715.7323
2019-02-03 24 A,1618.833
2019-02-04 01 A,1422.0377
2019-02-04 02 A,1363.23
2019-02-04 03 A,1268.8445
2019-02-04 04 A,1403.163
2019-02-04 05 A,1530.936
2019-02-04 06 A,1524.4337
2019-02-04 07 A,1591.2167
2019-02-04 08 A,1932.1119
2019-02-04 09 A,2220.394
2019-02-04 10 A,2088.6904
2019-02-04 11 A,1989.1173
2019-02-04 12 A,1846.4539
2019-02-04 13 A,1722.3375
2019-02-04 14 A,1693.8126
2019-02-04 15 A,1672.4259
