일자|시간|구분,공급량
2019-01-16 02 A,1977.1176
2019-01-16 03 A,1876.9557
2019-01-16 04 A,1982.0979
2019-01-16 05 A,2110.9512
2019-01-16 06 A,2225.59
2019-01-16 07 A,2516.4297
2019-01-16 08 A,2905.2383
2019-01-16 09 A,3102.2158
2019-01-16 10 A,3058.8975
2019-01-16 11 A,3076.3582
2019-01-16 12 A,2808.471
2019-01-16 13 A,2630.9722
2019-01-16 14 A,2514.3013
2019-01-16 15 A,2211.8267
2019-01-16 16 A,2133.565
2019-01-16 17 A,2197.4355
2019-01-16 18 A,2586.352
2019-01-16 19 A,2921.5168
2019-01-16 20 A,3001.005
2019-01-16 21 A,2822.2493
2019-01-16 22 A,2776.359
2019-01-16 23 A,2520.5803
2019-01-16 24 A,2306.6863
2019-01-17 01 A,2045.6467
2019-01-17 02 A,1753.3245
2019-01-17 03 A,1633.4604
2019-01-17 04 A,1659.4177
2019-01-17 05 A,1849.3556
2019-01-17 06 A,2017.7384
2019-01-17 07 A,2207.5154
2019-01-17 08 A,2528.6892
2019-01-17 09 A,2755.7625
2019-01-17 10 A,2609.2522
2019-01-17 11 A,2489.0183
2019-01-17 12 A,2335.58
2019-01-17 13 A,2128.3625
2019-01-17 14 A,2065.519
2019-01-17 15 A,1941.2438
2019-01-17 16 A,1937.4904
2019-01-17 17 A,1957.0173
2019-01-17 18 A,2214.681
2019-01-17 19 A,2513.0742
2019-01-17 20 A,2570.5125
2019-01-17 21 A,2404.5364
2019-01-17 22 A,2358.0212
2019-01-17 23 A,2286.478
2019-01-17 24 A,2192.148
2019-01-18 01 A,1962.0287
2019-01-18 02 A,1741.5685
2019-01-18 03 A,1655.5481
2019-01-18 04 A,1716.6576
2019-01-18 05 A,1855.201
2019-01-18 06 A,1987.1097
2019-01-18 07 A,2293.57
2019-01-18 08 A,2679.0554
2019-01-18 09 A,2988.9368
2019-01-18 10 A,2745.553
2019-01-18 11 A,2661.5178
2019-01-18 12 A,2242.363
2019-01-18 13 A,2048.1233
2019-01-18 14 A,1957.9875
2019-01-18 15 A,1723.6942
2019-01-18 16 A,1738.305
2019-01-18 17 A,1660.4617
2019-01-18 18 A,2039.2064
2019-01-18 19 A,2375.787
2019-01-18 20 A,2505.883
2019-01-18 21 A,2417.702
2019-01-18 22 A,2396.5203
2019-01-18 23 A,2251.1497
2019-01-18 24 A,2199.3162
2019-01-19 01 A,1948.224
2019-01-19 02 A,1631.9056
2019-01-19 03 A,1569.0825
2019-01-19 04 A,1552.5244
2019-01-19 05 A,1799.0262
2019-01-19 06 A,2027.3544
2019-01-19 07 A,2229.2383
2019-01-19 08 A,2621.6912
2019-01-19 09 A,2735.839
2019-01-19 10 A,2503.266
2019-01-19 11 A,2380.6636
2019-01-19 12 A,2174.1536
2019-01-19 13 A,1932.9675
2019-01-19 14 A,1822.4521
2019-01-19 15 A,1703.6294
2019-01-19 16 A,1635.8341
2019-01-19 17 A,1739.7632
2019-01-19 18 A,1893.5352
2019-01-19 19 A,2346.6235
2019-01-19 20 A,2331.2107
2019-01-19 21 A,2141.8655
2019-01-19 22 A,2124.3762
2019-01-19 23 A,1954.9747
2019-01-19 24 A,1868.3419
2019-01-20 01 A,1701.55
2019-01-20 02 A,1497.7975
2019-01-20 03 A,1472.6572
2019-01-20 04 A,1442.8448
2019-01-20 05 A,1573.8882
2019-01-20 06 A,1681.658
2019-01-20 07 A,1973.562
2019-01-20 08 A,2256.9275
2019-01-20 09 A,2359.8384
2019-01-20 10 A,2357.3025
2019-01-20 11 A,2352.025
2019-01-20 12 A,2176.4644
2019-01-20 13 A,2104.111
2019-01-20 14 A,2046.5363
2019-01-20 15 A,1893.2615
2019-01-20 16 A,1948.9637
2019-01-20 17 A,1891.0665
2019-01-20 18 A,2240.7822
2019-01-20 19 A,2700.138
2019-01-20 20 A,2700.4001
2019-01-20 21 A,2673.9614
2019-01-20 22 A,2585.0098
2019-01-20 23 A,2485.8408
2019-01-20 24 A,2282.3105
2019-01-21 01 A,2222.9968
2019-01-21 02 A,1819.3889
2019-01-21 03 A,1720.1321
2019-01-21 04 A,1747.1293
2019-01-21 05 A,2094.2036
2019-01-21 06 A,2224.1665
2019-01-21 07 A,2427.327
2019-01-21 08 A,2887.0881
2019-01-21 09 A,2961.5466
2019-01-21 10 A,2783.2178
2019-01-21 11 A,2598.1892
2019-01-21 12 A,2387.9146
2019-01-21 13 A,2213.9617
2019-01-21 14 A,2055.3481
2019-01-21 15 A,1920.4849
2019-01-21 16 A,1853.853
2019-01-21 17 A,1844.1785
2019-01-21 18 A,2139.3118
2019-01-21 19 A,2380.1226
2019-01-21 20 A,2402.099
2019-01-21 21 A,2289.2693
2019-01-21 22 A,2244.6921
2019-01-21 23 A,2126.527
2019-01-21 24 A,2028.2019
2019-01-22 01 A,1792.5712
2019-01-22 02 A,1579.5299
2019-01-22 03 A,1492.0286
2019-01-22 04 A,1557.8829
2019-01-22 05 A,1739.1672
2019-01-22 06 A,2027.3544
2019-01-22 07 A,2066.08
2019-01-22 08 A,2444.652
2019-01-22 09 A,2543.2664
2019-01-22 10 A,2518.9307
2019-01-22 11 A,2300.6282
2019-01-22 12 A,2137.255
2019-01-22 13 A,1931.3479
2019-01-22 14 A,1813.947
2019-01-22 15 A,1672.3011
2019-01-22 16 A,1637.8365
2019-01-22 17 A,1658.7971
2019-01-22 18 A,1895.2769
2019-01-22 19 A,2290.2356
2019-01-22 20 A,2242.2422
2019-01-22 21 A,2209.033
2019-01-22 22 A,2160.3716
2019-01-22 23 A,2063.9092
2019-01-22 24 A,2000.3805
2019-01-23 01 A,1877.4523
2019-01-23 02 A,1618.254
2019-01-23 03 A,1484.2627
2019-01-23 04 A,1479.6953
2019-01-23 05 A,1559.2334
2019-01-23 06 A,1563.8909
2019-01-23 07 A,2037.1716
2019-01-23 08 A,2345.9534
2019-01-23 09 A,2497.7144
2019-01-23 10 A,2473.5867
2019-01-23 11 A,2376.7317
2019-01-23 12 A,2018.1162
2019-01-23 13 A,1874.4479
2019-01-23 14 A,1762.5107
2019-01-23 15 A,1673.0143
2019-01-23 16 A,1578.9877
2019-01-23 17 A,1668.2091
2019-01-23 18 A,1820.2124
2019-01-23 19 A,2315.8267
2019-01-23 20 A,2310.6033
2019-01-23 21 A,2243.5193
2019-01-23 22 A,2196.702
2019-01-23 23 A,2107.8542
2019-01-23 24 A,2071.539
2019-01-24 01 A,1911.1228
2019-01-24 02 A,1668.7197
2019-01-24 03 A,1594.0323
2019-01-24 04 A,1644.6117
2019-01-24 05 A,1820.0886
2019-01-24 06 A,2042.4291
2019-01-24 07 A,2285.2424
2019-01-24 08 A,2688.4365
2019-01-24 09 A,2918.1814
2019-01-24 10 A,2780.3665
2019-01-24 11 A,2520.5818
2019-01-24 12 A,2129.5322
2019-01-24 13 A,1877.8175
2019-01-24 14 A,1754.6013
2019-01-24 15 A,1562.0065
2019-01-24 16 A,1521.029
2019-01-24 17 A,1478.1525
2019-01-24 18 A,1848.4082
2019-01-24 19 A,2297.7104
2019-01-24 20 A,2583.7178
2019-01-24 21 A,2444.5564
2019-01-24 22 A,2503.5178
2019-01-24 23 A,2351.9573
2019-01-24 24 A,2254.225
2019-01-25 01 A,2028.2343
2019-01-25 02 A,1840.8988
2019-01-25 03 A,1706.3843
2019-01-25 04 A,1766.1173
2019-01-25 05 A,1954.4609
2019-01-25 06 A,2027.7242
2019-01-25 07 A,2355.681
2019-01-25 08 A,2625.4065
2019-01-25 09 A,2861.374
2019-01-25 10 A,2708.0735
2019-01-25 11 A,2546.8958
2019-01-25 12 A,2198.8748
2019-01-25 13 A,2056.2173
2019-01-25 14 A,2023.7319
2019-01-25 15 A,1909.1052
2019-01-25 16 A,1884.7843
2019-01-25 17 A,1949.3044
2019-01-25 18 A,2351.0332
2019-01-25 19 A,2616.5618
2019-01-25 20 A,2687.5835
2019-01-25 21 A,2620.931
2019-01-25 22 A,2616.251
2019-01-25 23 A,2424.9492
2019-01-25 24 A,2353.0684
2019-01-26 01 A,2177.7097
2019-01-26 02 A,1926.9008
2019-01-26 03 A,1710.1455
2019-01-26 04 A,1864.8136
2019-01-26 05 A,2013.0303
2019-01-26 06 A,2164.0579
2019-01-26 07 A,2389.428
2019-01-26 08 A,2887.0186
2019-01-26 09 A,2946.9104
2019-01-26 10 A,2871.2336
2019-01-26 11 A,2793.744
2019-01-26 12 A,2603.884
2019-01-26 13 A,2332.869
2019-01-26 14 A,2173.215
2019-01-26 15 A,2151.1636
2019-01-26 16 A,2046.8998
2019-01-26 17 A,2061.7256
2019-01-26 18 A,2273.168
2019-01-26 19 A,2724.0618
2019-01-26 20 A,2869.0017
2019-01-26 21 A,2735.4055
2019-01-26 22 A,2674.8706
2019-01-26 23 A,2531.9194
2019-01-26 24 A,2481.0715
2019-01-27 01 A,2292.4268
2019-01-27 02 A,2029.9286
2019-01-27 03 A,1906.4601
2019-01-27 04 A,1870.9995
2019-01-27 05 A,2075.4614
2019-01-27 06 A,2186.9585
2019-01-27 07 A,2490.61
2019-01-27 08 A,2972.9329
2019-01-27 09 A,3176.978
2019-01-27 10 A,2935.707
2019-01-27 11 A,2776.3167
2019-01-27 12 A,2321.4143
2019-01-27 13 A,1997.0599
2019-01-27 14 A,1950.0359
2019-01-27 15 A,1793.4719
2019-01-27 16 A,1704.5475
2019-01-27 17 A,1802.6522
2019-01-27 18 A,2074.267
2019-01-27 19 A,2434.9573
2019-01-27 20 A,2510.9194
2019-01-27 21 A,2398.408
2019-01-27 22 A,2312.4072
2019-01-27 23 A,2236.7876
2019-01-27 24 A,2060.9363
2019-01-28 01 A,1822.4061
2019-01-28 02 A,1544.9033
2019-01-28 03 A,1495.1696
2019-01-28 04 A,1476.7877
2019-01-28 05 A,1631.3435
2019-01-28 06 A,1713.6136
2019-01-28 07 A,1986.7198
2019-01-28 08 A,2256.9275
2019-01-28 09 A,2369.7341
2019-01-28 10 A,2311.1497
2019-01-28 11 A,2202.9766
2019-01-28 12 A,2083.2654
2019-01-28 13 A,1918.3973
2019-01-28 14 A,1897.8809
2019-01-28 15 A,1620.0363
2019-01-28 16 A,1638.8877
2019-01-28 17 A,1778.6571
2019-01-28 18 A,2050.503
2019-01-28 19 A,2439.3442
2019-01-28 20 A,2543.7969
2019-01-28 21 A,2468.2036
2019-01-28 22 A,2399.8022
2019-01-28 23 A,2342.4006
2019-01-28 24 A,2235.3613
2019-01-29 01 A,2116.0876
2019-01-29 02 A,1938.065
2019-01-29 03 A,1736.1239
2019-01-29 04 A,1771.8663
2019-01-29 05 A,1924.8524
2019-01-29 06 A,2164.7712
2019-01-29 07 A,2371.3635
2019-01-29 08 A,2760.1833
2019-01-29 09 A,3055.589
2019-01-29 10 A,2884.409
2019-01-29 11 A,2601.4255
2019-01-29 12 A,2326.7185
2019-01-29 13 A,1974.8446
2019-01-29 14 A,1875.575
2019-01-29 15 A,1537.9609
2019-01-29 16 A,1523.3895
2019-01-29 17 A,1562.1671
2019-01-29 18 A,1904.1777
2019-01-29 19 A,2409.9417
2019-01-29 20 A,2579.9294
2019-01-29 21 A,2491.9243
2019-01-29 22 A,2420.4194
2019-01-29 23 A,2359.0693
2019-01-29 24 A,2191.7993
2019-01-30 01 A,1972.7223
2019-01-30 02 A,1724.662
2019-01-30 03 A,1593.3593
2019-01-30 04 A,1620.4873
2019-01-30 05 A,1738.0879
2019-01-30 06 A,1974.9448
2019-01-30 07 A,2215.5894
2019-01-30 08 A,2612.8293
2019-01-30 09 A,2726.9773
2019-01-30 10 A,2541.6157
2019-01-30 11 A,2310.1204
2019-01-30 12 A,2094.364
2019-01-30 13 A,1980.0602
2019-01-30 14 A,1710.253
2019-01-30 15 A,1545.448
2019-01-30 16 A,1418.987
2019-01-30 17 A,1641.2125
2019-01-30 18 A,1831.9935
2019-01-30 19 A,2136.906
2019-01-30 20 A,2290.806
2019-01-30 21 A,2121.521
2019-01-30 22 A,2063.3433
2019-01-30 23 A,1990.7189
2019-01-30 24 A,1744.8007
2019-01-31 01 A,1775.89
2019-01-31 02 A,1318.1998
2019-01-31 03 A,1334.1506
2019-01-31 04 A,1420.8099
2019-01-31 05 A,1579.331
2019-01-31 06 A,1669.813
2019-01-31 07 A,1996.6633
2019-01-31 08 A,2358.531
2019-01-31 09 A,2442.481
2019-01-31 10 A,2433.1338
2019-01-31 11 A,2432.4453
2019-01-31 12 A,2431.9287
2019-01-31 13 A,2355.8015
2019-01-31 14 A,2324.189
2019-01-31 15 A,2307.4705
2019-01-31 16 A,2177.2583
2019-01-31 17 A,2244.217
2019-01-31 18 A,2502.9216
2019-01-31 19 A,2754.6562
2019-01-31 20 A,2848.9485
2019-01-31 21 A,2680.912
2019-01-31 22 A,2593.4082
2019-01-31 23 A,2498.8506
2019-01-31 24 A,2322.9185
2019-02-01 01 A,2118.8308
2019-02-01 02 A,1982.3745
2019-02-01 03 A,1810.9587
2019-02-01 04 A,1809.3846
2019-02-01 05 A,1952.3746
2019-02-01 06 A,2252.0298
2019-02-01 07 A,2366.7654
2019-02-01 08 A,2724.559
2019-02-01 09 A,2977.8342
2019-02-01 10 A,2904.5308
2019-02-01 11 A,2642.1287
2019-02-01 12 A,2434.997
2019-02-01 13 A,2228.286
2019-02-01 14 A,2126.1802
2019-02-01 15 A,1975.8729
2019-02-01 16 A,1896.935
2019-02-01 17 A,1952.434
2019-02-01 18 A,2197.795
2019-02-01 19 A,2483.2744
2019-02-01 20 A,2609.5984
2019-02-01 21 A,2553.8037
2019-02-01 22 A,2440.2234
2019-02-01 23 A,2309.6472
2019-02-01 24 A,2220.8142
2019-02-02 01 A,2000.3322
2019-02-02 02 A,1694.75
2019-02-02 03 A,1531.8684
2019-02-02 04 A,1599.1361
2019-02-02 05 A,1732.1003
2019-02-02 06 A,1844.1764
2019-02-02 07 A,2108.7722
2019-02-02 08 A,2492.2693
2019-02-02 09 A,2683.9106
2019-02-02 10 A,2533.905
2019-02-02 11 A,2487.3113
2019-02-02 12 A,2186.6646
2019-02-02 13 A,2007.6665
2019-02-02 14 A,1816.2812
2019-02-02 15 A,1624.2684
2019-02-02 16 A,1598.8718
2019-02-02 17 A,1602.8905
2019-02-02 18 A,1852.6283
2019-02-02 19 A,2234.1477
2019-02-02 20 A,2248.3987
2019-02-02 21 A,2149.2126
2019-02-02 22 A,2083.3054
2019-02-02 23 A,1832.3883
2019-02-02 24 A,1711.6848
2019-02-03 01 A,1574.9395
2019-02-03 02 A,1298.5177
2019-02-03 03 A,1198.002
2019-02-03 04 A,1225.228
2019-02-03 05 A,1336.4664
2019-02-03 06 A,1612.8638
2019-02-03 07 A,1949.2528
2019-02-03 08 A,2024.9744
2019-02-03 09 A,2169.755
2019-02-03 10 A,2145.4292
2019-02-03 11 A,2133.242
2019-02-03 12 A,1940.3756
2019-02-03 13 A,1824.9475
2019-02-03 14 A,1701.2278
2019-02-03 15 A,1547.0132
2019-02-03 16 A,1506.8112
2019-02-03 17 A,1557.2126
2019-02-03 18 A,1916.7338
2019-02-03 19 A,2138.2485
2019-02-03 20 A,2033.4985
2019-02-03 21 A,2030.4152
2019-02-03 22 A,1968.1826
2019-02-03 23 A,1832.0481
2019-02-03 24 A,1746.4451
2019-02-04 01 A,1476.3497
2019-02-04 02 A,1305.9126
2019-02-04 03 A,1217.477
2019-02-04 04 A,1355.3936
2019-02-04 05 A,1655.5114
2019-02-04 06 A,1639.3801
2019-02-04 07 A,2039.4298
2019-02-04 08 A,2473.8247
2019-02-04 09 A,2529.484
2019-02-04 10 A,2314.9624
2019-02-04 11 A,2261.495
2019-02-04 12 A,2063.465
2019-02-04 13 A,1962.4371
2019-02-04 14 A,1851.3389
2019-02-04 15 A,1699.4939
2019-02-04 16 A,1605.2863
